"station","param","p_0","p_5","p_10","p_25","p_50","p_75","p_90","p_95","p_100"
"gtmpi","spcond",18.85,26.9335,29.6235,36.625,44.0775,51.30625,55.693,56.83,58.77
"gtmpi","sal",11.2,16.49,18.28,23.125,28.45,33.575,36.82,37.765,39.3
"gtmpi","do_mgl",3.5,4.1,4.4,4.8,5.8,7.1,7.83,8.2,9.7
"gtmpi","do_pct",51.9,60.435,64.18,72.65,82.2,89.575,93.26,95.265,103.5
"gtmpi","ph",7.3,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.2
"gtmpi","turb",2,5,6,8,10.5,14,16.3,18.65,25
"gtmss","temp",11,14.53,15.86,18.35,24.1,27.75,29,29.3,30.9
"gtmss","spcond",41.185,46.92,47.822,49.51,51.6,53.5,54.888,55.335,56.215
"gtmss","sal",26.4,30.46,31.2,32.4,33.9,35.35,36.3,36.7,37.4
"gtmss","do_mgl",4.6,4.9,5.1,5.4,6,7.2,7.7,8,9.1
"gtmss","do_pct",69.8,75.57,78.91,82.6,87.8,92.9,95.78,97.08,100.5
"gtmss","ph",7.5,7.7,7.77,7.8,7.9,8,8.1,8.1,8.5
"gtmss","turb",1,3,4.4,7,9,11,13,14,17
"heekk","temp",23.5,23.62,24.14,24.95,25.8,26.85,27.76,28,28.1
"heekk","spcond",48.07,49.644,50.186,51.42,51.81,52.375,52.69,52.783,53.29
"heekk","sal",31.4,32.45,32.86,33.8,34,34.4,34.64,34.7,35.2
"heekk","do_mgl",6.1,6.2,6.26,6.4,6.55,6.75,6.8,7.01,7.1
"heekk","do_pct",90.7,92.94,94.26,95.075,97.5,98.7,100.72,103.335,104.8
"heekk","ph",8,8,8,8,8.1,8.1,8.1,8.1,8.1
"heekk","turb",1,1,1.6,2,2,3,3,3.7,4
"heeph","temp",20.3,20.35,20.4,20.575,20.85,20.975,21,21,21
"heeph","spcond",0.02,0.05,0.08,0.14,0.145,0.15,0.15,0.15,0.15
"heeph","sal",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"heeph","do_mgl",8.9,8.9,8.9,8.95,9.1,9.325,9.45,9.475,9.5
"heeph","do_pct",99.7,99.725,99.75,100.125,101.35,103.625,104.4,104.45,104.5
"heeph","ph",7.8,7.825,7.85,7.9,7.9,7.9,7.9,7.9,7.9
"heeph","turb",1,1,1,1,1,1,1,1,1
"heer9","temp",23.6,23.74,23.96,24.8,25.8,27,27.5,27.69,28
"heer9","spcond",51.63,52.134,52.243,52.73,53.02,53.3375,53.474,53.573,54.22
"heer9","sal",34,34.33,34.4,34.725,34.9,35.1,35.3,35.335,35.9
"heer9","do_mgl",6,6.1,6.2,6.3,6.5,6.775,6.97,7.035,7.6
"heer9","do_pct",91.7,93.54,94.12,95.475,97.25,99.8,102.3,102.705,109.1
"heer9","ph",7.9,7.9,8,8,8.1,8.1,8.1,8.1,8.2
"heer9","turb",1,1,1,1,2,2,2,2,3
"heew2","temp",21.8,22.09,22.36,22.95,24.3,25.45,25.82,26.11,26.2
"heew2","spcond",0.22,0.22,0.22,0.235,0.26,0.3,0.35,0.382,0.46
"heew2","sal",0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
"heew2","do_mgl",0.9,1.4,1.5,2.1,2.4,2.7,3,3.2,3.3
"heew2","do_pct",10.8,16.59,18.46,25.05,28.7,32.1,36.06,37.1,40.1
"heew2","ph",6.7,6.79,6.8,6.8,6.9,6.95,7,7,7.1
"heew2","turb",7,8,9,11.5,14,17,23.8,29.8,40
"hudbm","temp",0.1,0.76,1.84,4.775,13.4,21.5,25.3,26.76,27.7
"hudbm","spcond",0.22,0.244,0.262,0.32,1.37,5.35,7.82,8.862,9.92
"hudbm","sal",0.1,0.1,0.1,0.2,0.7,2.9,4.32,4.98,5.6
"hudbm","do_mgl",5.7,6.14,6.3,7.5,9.3,12.3,13.46,13.53,13.9
"hudbm","do_pct",74.3,76.35,78.1,84.1,91.5,95.55,97.88,98.79,99.2
"hudbm","ph",7.3,7.4,7.4,7.5,7.7,7.7,7.77,7.835,7.9
"hudbm","turb",8,8.65,10,11,15,19,22,23.7,58
"hudfl","temp",1.9,4.7,7.5,10.9,17.9,23.1,26.96,27.28,27.6
"hudfl","spcond",0.2,0.208,0.216,0.23,0.28,0.29,0.3,0.3,0.3
"hudfl","sal",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"hudfl","do_mgl",6.3,6.3,6.3,6.7,9.1,10.5,12.2,13,13.8
"hudfl","do_pct",78.3,78.62,78.94,80.2,91.9,95.8,100.32,100.56,100.8
"hudfl","ph",7.3,7.34,7.38,7.4,7.6,7.7,7.82,7.86,7.9
"hudfl","turb",2,2,2,2,5,7,9.39999999999999,14.2,19
"hudnp","temp",0,0,0.1,3,12.4,22.575,25.86,26.81,27.1
"hudnp","spcond",0.2,0.21,0.22,0.23,0.26,0.2825,0.3,0.31,0.36
"hudnp","sal",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
"hudnp","do_mgl",6.5,6.795,6.8,7.5,10.45,13.025,14.01,14.105,14.3
"hudnp","do_pct",79.9,81.755,84.56,87.9,95.65,98.025,99.73,100.425,101.7
"hudnp","ph",7.2,7.5,7.57,7.6,7.7,7.8,7.9,7.9,7.9
"hudnp","turb",3,5,6,7,9,12,16.3,22.1,29
"hudsc","temp",0.1,2.005,3.9,10.25,15.75,20.475,22.2,22.8,24.2
"hudsc","spcond",0.27,0.2995,0.32,0.35,0.38,0.44,0.51,0.631,1.12
"hudsc","sal",0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.6
"hudsc","do_mgl",1.3,3.215,5.01,6.8,8.9,11.0875,12.77,13.59,15.3
"hudsc","do_pct",12.2,35.115,58.13,75.4,90.4,94.75,97.39,98.7925,105.7
"hudsc","ph",7.2,7.4,7.5,7.7,7.9,8,8.1,8.1,8.2
"hudsc","turb",0,1,2,3,4,5,8,9.19999999999999,43
"hudsk","temp",0.3,3.03,4.7,10,15.2,19.625,21.585,22.485,23.7
"hudsk","spcond",0.31,0.34,0.36,0.38,0.42,0.4525,0.5,0.5,0.53
"hudsk","sal",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
"hudsk","do_mgl",8.1,8.39,8.59,9.1,10,11.3,12.9,13.6,14.9
"hudsk","do_pct",93.5,95.27,96.1,97.325,99.1,100.75,102.32,104.53,112.5
"hudsk","ph",7.8,8,8.1,8.1,8.2,8.2,8.3,8.305,8.5
"hudsk","turb",0,0,0,1,2,2,3,4,10
"hudtn","temp",0.2,3.915,5.79,9.275,16.9,23.175,25.6,26.085,27.1
"hudtn","spcond",0.18,0.19,0.21,0.22,0.24,0.27,0.29,0.31,0.39
"hudtn","sal",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
"hudtn","do_mgl",5.5,5.9,6.22,6.9,8.55,10.9,11.9,12.495,13.5
"hudtn","do_pct",65.9,73.8,75.8,81.225,88,94.55,97.49,99.765,106.2
"hudtn","ph",7,7.3,7.3,7.4,7.5,7.7,7.8,7.8,7.9
"hudtn","turb",2,4,5,7,11,17,22,27,58
"hudts","temp",0.7,4.01,5.84,9.5,16.6,23.3,25.6,26.19,27.1
"hudts","spcond",0.14,0.19,0.2,0.21,0.24,0.27,0.29,0.3,0.32
"hudts","sal",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
"hudts","do_mgl",5.1,5.8,6,6.65,8.7,11.05,11.98,12.5,13.6
"hudts","do_pct",62.5,69.77,71.51,78.55,89.4,95.65,99.62,100.68,115.2
"hudts","ph",7.1,7.3,7.3,7.4,7.6,7.7,7.9,7.9,8
"hudts","turb",1,2,3,4,9,14,22,27.75,70
"jacb6","temp",1.2,4.4,5.39,9.25,15.7,21.8,23.8,24.055,25.4
"jacb6","spcond",38.67,42.922,43.678,44.5725,45.705,46.725,47.454,47.94,49
"jacb6","sal",24.8,27.59,27.98,28.55,29.5,30.1,30.72,31.2,32
"jacb6","do_mgl",5.8,6.7,6.8,7.1,8.25,9.8,10.7,11.1,14.4
"jacb6","do_pct",80.5,91.86,93.22,95.3,97.9,101,102.96,105,131.1
"jacb6","ph",7.7,7.8,7.8,7.9,8,8.0375,8.1,8.2,8.5
"jacb6","turb",2,4.2,5,7,9,12,17,18.8,32
"jacb9","temp",0.8,4.18,5.08,8.8,16.7,23,25.32,25.96,27.15
"jacb9","spcond",36.14,40.062,40.828,42.145,43.63,44.74,45.744,46.476,47.59
"jacb9","sal",22.9,25.52,26.04,26.8,27.9,28.8,29.46,29.9,31
"jacb9","do_mgl",5.5,6.2,6.4,6.725,8,9.5,10.8,11.235,12.7
"jacb9","do_pct",75,86.62,89.9,92,96.1,99.5,102.24,103.4,112.4
